广东频道,#genre#
广东卫视,http://120.87.97.246:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvgbSbSCTYnboG1IAsnN%2B8SqEfgQMFPe4ummH0FzRlHZ&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715177814221&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e38ada34b4c42&FvSeid=77fd5578ee255a62&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4280&Fsv_chan_hls_se_idx=51&Fsv_TBt=8467184&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_GUANGDONG-CQ&Fsv_CMSID=GD_CUCC
广东卫视,http://113.65.233.218:2888/udp/239.77.1.19:5146
广东卫视,http://112.25.48.68/live/program/live/gdwshd/4000000/mnf.m3u8
广东卫视,http://183.207.248.71/cntv/live1/HD-2500k-1080P-guangdongstv/HD-2500k-1080P-guangdongstv
广东卫视,http://223.110.245.170/PLTV/3/224/3221227249/index.m3u8
广东卫视,http://223.110.245.172/PLTV/4/224/3221227399/index.m3u8
广东卫视,http://223.110.254.195:6610/cntv/live1/HD-2500k-1080P-guangdongstv/HD-2500k-1080P-guangdongstv/1.m3u8
大湾区卫视,http://58.248.112.205:8006/GD_CUCC/G_NANFANG.m3u8?Authinfo=rXkmbbZhLH3Xhx6sgXqqNexNFWuAFW4%2BJ9rhcZJgOKRkMuHjBF3unRUJIv7Am%2FX3
大湾区卫视,http://58.248.112.229:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKpcF6cxV02%2F2vamAvq3NTjZdp1PqnpHZJhFc1mqvBHwl&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715182632351&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e5e52029fd0c6&FvSeid=77fd5578ee70a687&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4393&Fsv_chan_hls_se_idx=25&Fsv_TBt=2287792&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_NANFANG&Fsv_CMSID=GD_CUCC
大湾区卫视,http://113.87.91.59:9090/live/GDNFWSHD/hls.m3u8
大湾区卫视,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
大湾区卫视,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel58/index.m3u8
大湾区卫视,http://38.64.72.148/hls/modn/list/4011/chunklist0.m3u8
大湾区卫视,https://histar.zapi.us.kg/?id=gdwqws
大湾区卫视,http://27.40.16.70:8114/GD_CUCC/G_NANFANG.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace
大湾区卫视,http://histar-proxy.isus.cc/gdwqws
大湾区卫视,http://dg8006.runqidasoftware.top:10178/stream/channelid/2234055?ticket=4ebfa350274b1b0f7d20862298a378832fd40b0c
大湾区卫视,http://php.jdshipin.com:8880/chudian.php?id=nfws
大湾区卫视,http://64.140.167.170:8080/live/dwqws/hls.m3u8
大湾区卫视,http://66.165.240.154:8080/live/tytvbs11/hls.m3u8
大湾区卫视,http://154.yfvodcdn.com:8080/live/tytvbs11/hls.m3u8
大湾区卫视,http://218.19.110.115:9999/udp/239.77.0.9:5146
新会综合,https://skype.serv00.net/itouch.php?id=xhzh
新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
新会综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2490
新会综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=xinhui_1500
新会综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=xinhui_1500&/PLTV/hls.smil.m3u8
新会综合,http://xiaozeng.aweitv.top/tv/gdtv.php?id=xinhui_1500
新会综合,http://60.208.16.27:1505/gudou.php?id=364&id=xinhui_1500
鹤山综合,https://skype.serv00.net/itouch.php?id=hszh
鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
鹤山综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2441
鹤山综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=3709
鹤山综合,http://xiaozeng.aweitv.top/tv/gdtv.php?id=3709
鹤山综合,http://60.208.16.27:1505/gudou.php?id=364&id=3709
广州综合,http://113.87.91.59:9090/live/GZZH/hls.m3u8
广州综合,https://histar.zapi.us.kg/?id=gzzh
广州综合,http://histar-proxy.isus.cc/gzzh
广州综合,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzys
广州综合,https://justsometime.gztv.com/sec/zhonghe.m3u8
广州综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=guangzhou_1500
广州综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=guangzhou_1500&/PLTV/hls.smil.m3u8
广州综合,http://xiaozeng.aweitv.top/tv/gdtv.php?id=guangzhou_1500
广州综合,http://88888.55555.io:2345/udp/239.253.43.71:5146
广州综合,http://60.208.16.27:1505/gudou.php?id=gzhounewsHD
广州综合,http://60.208.16.27:1505/gudou.php?id=364&id=guangzhou_1500
广州综合,http://live.cooltv.top/tv/guangzhou.php?id=gzzh
广州综合,http://ct.whosayssowhat.top:4022/udp/239.253.43.71:5146
广州综合,https://tv.iill.top/gz/zh
广州综合,http://119.138.48.56:2086/udp/239.253.43.71:5146
广州新闻,http://113.87.91.59:9090/live/gzxw/hls.m3u8
广州新闻,http://ictv.91tv.top:9901/tsfile/live/1019_1.m3u8
广州新闻,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzxw
广州新闻,https://justsometime.gztv.com/sec/jingsai.m3u8
广州新闻,https://justsometime.gztv.com/sec/xinwen.m3u8
广州新闻,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gznews_1500
广州新闻,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gznews_1500&/PLTV/hls.smil.m3u8
广州新闻,http://xiaozeng.aweitv.top/tv/gdtv.php?id=gznews_1500
广州新闻,http://88888.55555.io:2345/udp/239.253.43.72:5146
广州新闻,http://60.208.16.27:1505/gudou.php?id=gzhouzongheHD
广州新闻,http://60.208.16.27:1505/gudou.php?id=364&id=gznews_1500
广州新闻,http://terrysg.cn:4000/udp/239.253.43.72:5146
广州新闻,http://live.cooltv.top/tv/guangzhou.php?id=gzxw
广州新闻,http://ct.whosayssowhat.top:4022/udp/239.253.43.72:5146
广州新闻,https://tv.iill.top/gz/xw
广州竞赛,https://histar.zapi.us.kg/?id=gzjs
广州竞赛,http://histar-proxy.isus.cc/gzjs
广州竞赛,http://ictv.91tv.top:9901/tsfile/live/1018_1.m3u8
广州竞赛,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzjs
广州竞赛,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzcompetition_1500
广州竞赛,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzcompetition_1500&/PLTV/hls.smil.m3u8
广州竞赛,https://justsometime.gztv.com/sec/jingsai.m3u8
广州竞赛,http://xiaozeng.aweitv.top/tv/gdtv.php?id=gzcompetition_1500
广州竞赛,http://60.208.16.27:1505/gudou.php?id=364&id=gzcompetition_1500
广州竞赛,http://live.cooltv.top/tv/guangzhou.php?id=gzjs
广州竞赛,http://ct.whosayssowhat.top:4022/udp/239.253.43.75:5146
广州竞赛,https://tv.iill.top/gz/jj
广州竞赛,http://113.81.250.33:4022/udp/239.253.43.75:5146
广州竞赛,http://113.65.8.165:8000/udp/239.253.43.75:5146
广州影视,http://113.87.91.59:9090/live/GZYSHD/hls.m3u8
广州影视,https://histar.zapi.us.kg/?id=gzys
广州影视,http://histar-proxy.isus.cc/gzys
广州影视,http://ictv.91tv.top:9901/tsfile/live/1020_1.m3u8
广州影视,http://hodos.ddns.net:8181/tsfile/live/0131_1.m3u8
广州影视,https://justsometime.gztv.com/sec/yingshi.m3u8
广州影视,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzfilms_1500
广州影视,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gzfilms_1500&/PLTV/hls.smil.m3u8
广州影视,http://xiaozeng.aweitv.top/tv/gdtv.php?id=gzfilms_1500
广州影视,http://60.208.16.27:1505/gudou.php?id=364&id=gzfilms_1500
广州影视,http://live.cooltv.top/tv/guangzhou.php?id=gzys
广州影视,http://ct.whosayssowhat.top:4022/udp/239.253.43.73:5146
广州影视,https://tv.iill.top/gz/ys
广州影视,http://180.143.83.6:8181/tsfile/live/0131_1.m3u8
广州影视,http://171.38.64.245:8181/tsfile/live/0131_1.m3u8
佛山综合,http://113.87.91.59:9090/live/FSZH/hls.m3u8
佛山综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=foshanzongheHD_4500
佛山综合,http://xiaozeng.aweitv.top/tv/gdtv.php?id=foshanzongheHD_4500
佛山综合,http://60.208.16.27:1505/gudou.php?id=364&id=foshanzongheHD_4500
佛山综合,http://ct.whosayssowhat.top:4022/udp/239.253.43.57:5146
佛山综合,http://116.20.33.46:4321/udp/239.253.43.57:5146
佛山公共,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=foshangonggongHD_4500
佛山公共,http://xiaozeng.aweitv.top/tv/gdtv.php?id=foshangonggongHD_4500
佛山公共,http://60.208.16.27:1505/gudou.php?id=364&id=foshangonggongHD_4500
佛山公共,http://ct.whosayssowhat.top:4022/udp/239.253.43.53:5146
佛山影视,http://hodos.ddns.net:8181/tsfile/live/0139_1.m3u8
佛山影视,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=foshanyingshiHD_4500
佛山影视,http://xiaozeng.aweitv.top/tv/gdtv.php?id=foshanyingshiHD_4500
佛山影视,http://60.208.16.27:1505/gudou.php?id=364&id=foshanyingshiHD_4500
佛山影视,http://ct.whosayssowhat.top:4022/udp/239.253.43.56:5146
佛山影视,http://116.22.58.207:4022/udp/239.253.43.56:5146
佛山影视,http://116.20.33.46:4321/udp/239.253.43.56:5146
佛山影视,http://113.118.205.252:4022/udp/239.253.43.56:5146
佛山影视,http://222.217.243.197:8181/tsfile/live/0139_1.m3u8
顺德综合,http://www.namewee.xyz/gudou.php?id=shundeHD_4500
珠海,http://113.86.204.95:9999/udp/239.77.0.155:5146
深圳卫视,http://219.147.3.106:4455/newlive/live/hls/25/live.m3u8
央视频道,#genre#
CCTV-1,http://121.24.99.180:8090/hls/9/index.m3u8
CCTV-1,http://110.7.130.46:8096/tsfile/live/0001_1.m3u8
CCTV-1,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225490/index.m3u8
CCTV-1,http://58.248.112.205:8006/GD_CUCC/G_CCTV-1-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkjJ6yQpJZ9CGFM9sHS3VdiLvaf2eXKnEWpoNjJ53rwe
CCTV-1,http://226953.tv.netsite.cc/proxy/1964731068/1964731068.m3u8
CCTV-1,http://36.40.236.175:9999/tsfile/live/0001_1.m3u8
CCTV-1,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/cctv/cctv1hd/1200/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
CCTV-1,http://171.8.246.172:808/hls/1/index.m3u8
CCTV-1,http://27.40.16.70:8114/GD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkjJ6yQpJZ9CGFM9sHS3VdiLvaf2eXKnEWpoNjJ53rwe&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.33&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4233&gAppVersionName=4.2.33&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1715183611097&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=1&gCityCode=DEFAULT&verType=0&Fsv_Tgid=517e65f76ef0fc78&FvSeid=77fd5578ee7feea2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4276&Fsv_chan_hls_se_idx=60&Fsv_TBt=8466552&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-1-CQ&Fsv_CMSID=GD_CUCC
CCTV-2,http://221.4.143.69:8114/GD_CUCC/G_CCTV-2-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBa03tuFR%2Fdsya1OSO0Z1VDEEWNg5ICoftLE%2FdS9%2BOGL0&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714141587490&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9a069bf67e38&FvSeid=88fe5578aee2f1ef&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=9874&Fsv_chan_hls_se_idx=60&Fsv_TBt=8466752&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-2-CQ&Fsv_CMSID=GD_CUCC
CCTV-2,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225612/index.m3u8
CCTV-2,http://58.248.112.205:8006/GD_CUCC/G_CCTV-2-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBa03tuFR%2Fdsya1OSO0Z1VDEEWNg5ICoftLE%2FdS9%2BOGL0
CCTV-2,http://226953.tv.netsite.cc/proxy/1486446687/1486446687.m3u8
CCTV-2,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/cctv/cctv2hd/1500/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
CCTV-2,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV-2,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel2/index.m3u8
CCTV-2,http://27.10.210.48:8001/udp/225.0.4.132:7980
CCTV-2,http://27.40.16.70:8114/GD_CUCC/G_CCTV-2-CQ.m3u8?Provider_id=&Pcontent_id=&FvSeid=ace
CCTV-2,http://154.9.228.245:741/smt.php?id=cctv2
CCTV-2,http://171.8.245.181:808/hls/2/index.m3u8
CCTV-2,http://14.155.211.179:8888/hls/2/index.m3u8
CCTV-2,http://121.24.98.211:8090/hls/10/index.m3u8
CCTV-3,http://124.237.129.94:8000/rtp/239.254.201.152:7205
CCTV-3,http://221.4.143.70:8114/GD.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBewnOI0Q0FnH0j6ix%2FEuEE%2FlrAcxI6a6K3gCsE%2F0xqwv&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714141713143&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e9b01de7422d3&FvSeid=88fe5578aee4ebd2&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=9873&Fsv_chan_hls_se_idx=59&Fsv_TBt=8465136&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-3-CQ&Fsv_CMSID=GD_CUCC
CCTV-3,http://58.248.112.205:8006/GD_CUCC/G_CCTV-3-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBewnOI0Q0FnH0j6ix%2FEuEE%2FlrAcxI6a6K3gCsE%2F0xqwv
CCTV-3,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225611/index.m3u8
CCTV-3,http://226953.tv.netsite.cc/proxy/781829366/781829366.m3u8
CCTV-3,http://sweetown.fun:4000/rtp/239.3.1.172:8001
CCTV-3,http://116.136.170.12/mgsp-tx.live.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/01.m3u8?msisdn=&Channel_ID=&ContentId=&HlsSubType=&HlsProfileId=&encrypt=
CCTV-3,http://58.216.99.148:80/live2.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
